,headline,article_text,source,bias,cleaned_text,compound,positive,neutral,negative
37,"Petrol and diesel prices in your city today, check here","Petrol and diesel price today: Petrol and diesel prices continued to remain steady across the country for the 25th straight day on Wednesday, August 11, 2021. Petrol was last revised when it had touched a fresh record highs on July 17, when it rose by 30 paise per litre in the national capital while diesel prices were kept unchanged. The price of petrol in Delhi stands at Rs 101.84 per litre while that of diesel is at Rs 89.87. In Mumbai, petrol currently costs Rs 107.83, while diesel is retailing at Rs 97.45, data available on Indian Oil Corporation’s website showed. There has been no change in fuel prices so far in August. In July, petrol prices were hiked nine times while diesel rates were raised on five occasions and cut on one occasion. In June, both the auto fuel prices were hiked on 16 occasions, which followed the 16 hikes in the month of May after the oil marketing companies (OMCs) resumed their price revisions ending an 18-day hiatus that coincided with the assembly elections in key states. During this period, petrol price has increased by Rs 11.44 per litre and diesel has climbed by Rs 9.14 in New Delhi. Following the hikes since May 4, the price of petrol crossed the Rs 100-per-litre mark across many places in at least 19 states and union territories including Rajasthan, Madhya Pradesh, Maharashtra, Andhra Pradesh, Telangana, Ladakh, Karnataka, Jammu and Kashmir (J&K), Odisha, Tamil Nadu, Bihar, Kerala, Punjab, Sikkim, Puducherry, Delhi and West Bengal, Uttar Pradesh and Haryana. In India, the fuel prices differ from state to state depending on the local taxation (VAT) and freight charges. Apart from this, the central government charges an excise duty on auto fuels. The OMCs revise rates of petrol and diesel daily based on the average price of benchmark fuel in the international market in the preceding 15-days, and foreign exchange rates. In the global market, oil prices dipped on Wednesday as analysts cut their forecasts for fuel demand in China following mobility curbs from the spread of the highly infectious Delta variant of the coronavirus, offsetting a bullish outlook for US fuel demand, news agency Reuters reported.  US West Texas Intermediate (WTI) crude futures fell 18 cents (0.3 per cent) to $68.11 a barrel at 0500 GMT, after a 2.7 per cent jump on Tuesday. Brent crude futures dropped 16 cents to $70.47 a barrel, following a 2.3 per cent gain on Tuesday, the report said.   📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Business News, download Indian Express App.     ",indianexpress,N,,,,,
38,Daily briefing: India’s own Covid-19 drug; Supreme Court on Pegasus case; and more,"Good morning, Only in Express India could soon have an indigenously developed drug to cure Covid-19 in mild and moderately-infected patients. It is being tested by iSera Biological, a little known company in Maharashtra. Officials say the drug prevents the disease from further spreading in the body, and neutralises the existing virus. It promises to turn infected patients RT-PCR negative in 72-90 hours. To ensure sectoral viability, the government is likely to push for a floor price for services provided by telecom companies, which will essentially prevent companies from undercutting each other across services. The DoT and the Finance Ministry are said to be in agreement on the proposal, but they will need to bring the telecom regulator on board. The Indian cricket team’s backroom may soon undergo a total revamp. Head coach Ravi Shastri, bowling coach Bharat Arun, fielding coach R Sridhar and batting coach Vikram Rathour are all set to move on after the T20 World Cup in October-November in the UAE. Sources said the cricket board also wants a new group onboard. From the Front Page A Supreme Court bench headed by CJI N V Ramana told petitioners in the Pegasus case on Tuesday to “have some faith in the system” and resist from “having a parallel debate” on social media, while adjourning hearing on petitions until August 16. The counsel for the government had sought time to take instructions. With the Taliban advancing, India has evacuated its diplomats and personnel from its consulate in Mazar-e-Sharif. The country has issued a third advisory to its citizens to leave Afghanistan in view of the escalation in violence and the halt in air services to several provinces. Mazar-e-Sharif is a bustling city in the north, situated close to the border with Uzbekistan and Tajikistan. The BJP was in a spot on Tuesday when one of its MPs from election-bound UP batted for a caste-based census in Lok Sabha. Badaun MP Sanghmitra Maurya praised the Centre for “granting the power to the states for caste census”, and questioned Congress for not publishing it in 2011. However, the Centre has said it would not, as a matter of policy, enumerate the population caste-wise in the census — except for SCs and STs. Must Read In a move to check instances of state governments withdrawing cases against MPs and MLAs, the Supreme Court directed on Tuesday that such action cannot be taken without the consent of the state high court. It also ordered parties to publish details of criminal cases “within 48 hours of selection of candidate”. A week after a team was deputed to Kerala to investigate rising Covid-19 cases, a report has been submitted to the Centre listing nine unique challenges faced by the state in controlling the spread of the infection. The list includes a “faint” rural urban divide; a high number of cases of re-infection; high prevalence of NCDs; a 55% susceptible population; and high proportion of elderly population. A new study by the ICMR has found mixing Covishield and Covaxin is safe, and can also provide better immunity against Covid-19. Interestingly, the study was the result of a mistake. It included 18 participants from a village in Uttar Pradesh, who had been administered both vaccines in an error. So, should we be mixing vaccines? We explain. ICYMI Prime Minister Narendra Modi has taken strong exception to the absence of BJP MPs in Rajya Sabha, and sought a list of their names. Sources say he has told MPs to be regular in both Houses. Congress leader Rahul Gandhi was in Jammu and Kashmir on Tuesday — his first visit since Abrogation of Article 370 — where he demanded restoration of full statehood alongside “free and fair elections”. Wrestler Vinesh Phogat has been banned by the Wrestling Federation of India for staying and training away from Team India at the Tokyo Olympics. After Dil Chahta Hai and Zindagi Na Milegi Dobara, Farhan Akhtar has surprised fans with the announcement of Jee Le Zaraa, starring a dreamy all-women cast of Priyanka Chopra, Katrina Kaif and Alia Bhatt. Following a slew of sexual harassment allegations against him, New York Governor Andrew Cuomo has said he will resign. And Finally… No pain, no gain? The brief hockey player Amit Rohidas is given has been simple but fraught with danger. He is the first man in the four-man defence who runs straight at the drag-flicker. At Tokyo, Rohidas’ bravery stood out — he points to his chest, abdomen, knee and ankle to indicate where he was hit, but says he “remained mentally strong”. Delhi Confidential: CJI Ramana was thanked on Tuesday by a couple from Andhra Pradesh who he counselled in Telugu, and convinced to take back their complaints against each other and live happily. The couple was reunited after 21 years of bickering. Until tomorrow, Leela Murali 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Live News, download Indian Express App.     ",indianexpress,N,,,,,
39,57 J&K youths who went to Pak in 2017-18  became militants: DGP,"At least 57 youths from J&K who went to Pakistan in 2017 and 2018 either on tourist visa or study visa joined militancy, J&K Director General of Police Dilbagh Singh said on Tuesday. Speaking to reporters in Rajouri, Singh said a number of youth from J&K had gone to Pakistan in 2017 and 2018 on valid documents. “Fifty-seven cases have come to our notice that those who went across [the border] for studies or as tourists joined one or the other terror activity,” he said. The DGP said 30 of them returned to Kashmir as terrorists after illegally crossing the LoC with weapons. While 17 of the 30 have been killed, 13 are still active in Kashmir and security forces are keeping a watch on them, he said. Pointing out that 17 of them were still in Pakistan, Singh said this is the reason why authorities have been strict in the recent past in granting clearance to Kashmiri students for travel to Pakistan for studies. “This has been the reason for strictness as the youth goes from here for studies, but returns as terrorist,” he said. “I don’t know under what situation and circumstances students from J&K stay in Pakistan, but if they return as terrorists it is obvious that you have to become strict by strengthening the security system, which gives clearance.” In June this year, the J&K Students Association had written to Union Home Minister Amit Shah and J&K Lieutenant Governor Manoj Sinha, requesting their intervention in facilitating the travel of around 100 medical and engineering students from Kashmir to Pakistan. In its letter, it urged the authorities concerned to issue them the requisite no objection certificate for studying in Pakistan as sought from them by immigration officials in India. About the spurt in terror activities in J&K, DGP Singh said cross-border infiltration, which had come to a halt after the February 20 ceasefire agreement between India and Pakistan, has resumed from different terrorist launch pads in that country. Two terrorists killed recently in Rajouri’s Thanamandi area were also part of a fresh group that came from Pakistan. While a Shopian family has claimed the body of one of the slain terrorist, the other appears to be a Pakistani. Prior to this, two other groups infiltrating into Rajouri district from Pakistan were intercepted in Sunderbani and Nowshera areas recently.  “Of the 3-4 groups crossing into this area, while a number of terrorists in the first two groups have been killed, two of the four terrorists in the third group were killed in Thanamandi area,’’ Singh said. Pointing out that one group is suspected to have crossed over to Shopian in Kashmir, he said the police and security forces are continuing searches to track it. There has been fresh infiltration by a four-member group in Kashmir as well, he said. However, all four were killed in Bandipore on July 23-24 night, he added. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Jammu News, download Indian Express App.      
Arun Sharma... read more",indianexpress,N,,,,,
40,How the removal of Article 370 has set the stage for a long-standing transformation of Ladakh,"Over the past few days, there has been much discussion about Prime Minister Narendra Modi’s decision to remove Articles 370 and 35 (A). For many Indians, this was a decision long overdue. The last two years have seen peace and progress in Jammu and Kashmir. However, as the Member of Parliament from Ladakh, I would like to throw light on how this period has been for the people of Ladakh, who are equally important stakeholders in the debates around 370 and 35 (A). Ladakh is a land of enchanting beauty and diversity. People of different faiths and communities co-exist here. Ladakh is also of great strategic importance to our nation. For decades, the people of Ladakh had aspirations which were not met in full. The most fundamental demand we had was to become a Union Territory — with the slogan “Free Ladakh from Kashmir” — so that our development needs are addressed faster. It was PM Modi who heeded this foundational demand of the people of Ladakh. Since Ladakh was made a UT, it feels like the government has moved closer to the people. Earlier, going to Srinagar or Jammu was tedious. Moreover, the complexities of the Valley and Jammu were such that Ladakh often featured as an afterthought. In the last two years we are already seeing glimpses of what is sure to be a glorious future for Ladakh. A budget allocation of almost Rs 6,000 crore, the highest ever, has been given to Ladakh during 2021-22. This will be used across different sectors to fulfil long-pending demands, particularly in healthcare, infrastructure connectivity and more. The allocation for the welfare of the ST community has also seen a sharp rise.  An integrated multi-purpose corporation is being proposed to take up various projects as per the specific needs of the Ladakh region. Such emphasis on localised governance to support the UT administration and the central government is laudable. It will give a shot in the arm to grassroots and participative governance. Whenever I have interacted with PM Modi, he has spoken about boosting the education levels in Ladakh. It is a matter of great happiness that the Sindhu Central University is being set up in Ladakh. This project is going to go a long way in augmenting educational infrastructure. The youngsters of Ladakh are talented, but are in need of the right nurturing, which this University will provide. Solar energy is a sector of the future. In that context, the MoU with the Solar Energy Corporation of India (SECI) for setting up a 50 MW solar energy plant is a major positive development. Similarly, a tripartite MoU, between ONGC, the UT administration and Ladakh Autonomous Hill Development Council, Leh, for the first-ever Geothermal Field Development Project has been inked. I see these projects as beneficial for India’s energy requirements and our commitment to a sustainable future. Work has been progressing at a rapid pace in some areas in the last two years. Tunnel construction is happening faster and covering even the remotest areas like Drass and Lungnak. For a connectivity-deprived land, this is great news. Recently, Rs 1,300 crore was approved for laying an Inter-State Transmission line to connect Zanskar and the Nubra valley to the National Grid. Work is underway to ensure high speed internet access across Ladakh. Youngsters are particularly excited about this development as it brings the world to their phones. We are on track to realise the dream of a digital Ladakh through hundreds of 4G mobile towers under the Universal Service Obligation Fund. Ladakh is also home to the highest motorable roads in the world. The development of border infrastructure, such as the ongoing construction of the Zoji La Tunnel, the approval for the Shinkun La Tunnel, the Lachung La and Taglang La Tunnel, the road to Daulat Beg Oldi, Umling La road, Col. Rinchen Bridge at the river Shyok are strategically vital for us. Rs 250 crore has been allotted under the Changthang Development Package to build requirements for the people living in the eastern border villages of Ladakh. Such care towards remote areas is a welcome sign. The people of Ladakh can never forget February 3, 2019. That was the day PM Modi inaugurated many development works and laid the foundation stone for several more projects. He described Ladakh as a land of heroes and recalled Ladakh’s role in upholding the unity of India. Two projects that stand out are the Dah Hydroelectric project and the Srinagar-Alusteng-Drass- Kargil-Leh Transmission system which will cater to the power and water needs of Ladakh. The people of Ladakh often faced the brunt of delayed projects and rising project costs. In the last seven years, thanks to the vision of the Modi government, we are seeing a change in the old culture of keeping projects in suspended animation so that the pockets of a few could be lined. The PM also laid the foundation stone for a new terminal at the Kushok Bakula Rimpochee Airport. This will bring more tourists to Ladakh and take our people to different parts of our country and the world. For long, it was ingrained in us that Ladakh is an “also-ran” alongside more powerful participants. It was unthinkable that it would emerge from the shadow of others and that we would get the opportunity to shape our own destiny. What PM Modi did in 2019 has set the stage for a long-standing transformation of Ladakh, placing it in the fifth gear of development. He has successfully developed a sense of integration, security, and acceptance. He has respected and honoured us, moving us away from the erstwhile sense of isolation and insecurity. This column first appeared in the print edition on August 11, 2021 under the title ‘Ladak’s small moment’. The writer is Member of Parliament (Lok Sabha) from Ladakh 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Opinion News, download Indian Express App.      
Jamyang Tsering NamgyalThe writer is Member of Parliament (Lok Sabha) from Ladakh... read more",indianexpress,N,,,,,
41,"In Srinagar, Rahul Gandhi calls for full restoration of statehood to J&K","Senior Congress leader Rahul Gandhi on Tuesday demanded restoration of full statehood to Jammu and Kashmir alongside “free and fair elections” to be held in J&K. Gandhi was speaking after inaugurating a Congress office in Srinagar — his first address to party workers after the abrogation of Article 370 and the bifurcation of J&K into two Union Territories. He had earlier in August 2019 attempted to visit Kashmir but was not allowed to leave Srinagar airport. In his address on Tuesday — the second day of his two-day visit to the UT —Gandhi said, “We are not allowed to speak in Parliament. Whether it is Pegasus, Rafale, J&K, corruption or unemployment, I cannot speak about it in Parliament.” The Congress leader added that all institutions in the country “are under attack”. “There is an attack on the whole country — J&K, Tamil Nadu or Bengal. The concept of India, the democratic structure and our Constitution are under attack.” Senior Congress leader and former chief minister Ghulam Nabi Azad, who also addressed the gathering, recalled the clampdown imposed throughout J&K after the abrogation of Article 370 and said that he and other party leaders tried to visit the Valley but were not permitted to do so. “I had to approach the Supreme Court which gave limited access. I could only visit Baramulla, Anantnag and Jammu,” he said. Gandhi stated that while the attack on the rest of the country is “indirect”, the attack is more direct in Jammu and Kashmir. “Our position is clear. Full statehood should be restored to J&K and the democratic process, in terms of free and fair elections should be held,” he said. “I fight against Narendra Modi. We will fight against him and his ideology — the ideology of dividing India and the ideology of violence — we will fight and defeat them.”  Azad, speaking of the June 24 meeting between the Prime Minister and the political leadership of J&K, said that the assurances given by the PM at the all-party meeting, including to the five-point programme proposed by Congress, will be considered. Gandhi said that the values on which India was founded also includes Kashmiriyat and “this feeling resides in me as well.” He added that while his family lives in New Delhi now, “before this, they lived at Allahabad and before that, they lived here. I may not have spent much time here but I can say that I understand you a little. When I come here, I feel like I am coming home.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest India News, download Indian Express App.     ",indianexpress,N,,,,,
42,Pune: Lt Gen Arvind Walia assumes charge as Chief of Staff at the Southern Command HQ,"Lieutenant General Arvind Walia has assumed charge Tuesday as Chief of Staff at the headquarters of the Southern Command in Pune with a wreath-laying ceremony to honour fallen soldiers at the National War Memorial. An officer of the 1986 batch, Lt Gen Walia is an alumnus of the Indian Military Academy, Dehradun where he received the prestigious Silver Medal. Besides commanding an independent squadron in the desert sector, a regiment in Jammu and Kashmir and an Engineer Brigade along the western front, he has also commanded the MEG & Centre in Bengaluru. 
Apart from his stints as an instructor at the College of Defence Management in Secunderabad and the National Defence College in Delhi, he has held prestigious staff appointments including as Brigade Major of a Mountain Brigade, Director in Engineer-in-Chief’s Branch at the Integrated Headquarters of MoD (Army), Brig Q in a Strike Corps and Chief Engineer of a Command. Lt Gen Walia graduated from the Defence Services Staff College in Wellington, College of Defence Management in Secunderabad as well as the prestigious National Defence College, New Delhi. His academic qualifications also include BE (Hons), civil engineering from BITS Pilani, MSc Defence and Strategic Studies from Madras University, Master of Management Studies from Osmania University and MPhil from Osmania University and Madras University. – Stay updated with the latest Pune news. Follow Express Pune on Twitter here and on Facebook here. You can also join our Express Pune Telegram channel here.  📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Pune News, download Indian Express App.     ",indianexpress,N,,,,,
43,"Aamir Khan poses with Kiran Rao, son Azaad as he returns from Kashmir","Aamir Khan is back to Mumbai after spending some quality time in Jammu and Kashmir. The actor, along with his ex-wife Kiran Rao and son Azaad, was spotted at the Mumbai airport on Monday evening. Aamir was shooting for his upcoming film Laal Singh Chaddha in Srinagar and Kiran is a part of the production team. They were accompanied by son Azaad. While in Ladakh, the couple announced their separation while reiterating that they will continue to collaborate professionally together. “In these 15 beautiful years together we have shared a lifetime of experiences, joy and laughter, and our relationship has only grown in trust, respect and love. Now we would like to begin a new chapter in our lives — no longer as husband and wife, but as co-parents and family for each other,” they had said in a statement in July. Earlier this month, Aamir and Kiran discussed making the Union Territory a popular filming destination. The two had a conversation with Jammu and Kashmir Lieutenant Governor Manoj Sinha. At an event held on Friday in Srinagar, Aamir shared, “As beautiful as Kashmir, the people of Kashmir are just as beautiful. Ever since we have come here, our entire family is with us. My mother, sisters are here. Kiran’s parents are here. We are getting so much love and affection here.” Manoj Sinha expressed that the film policy “will transform Jammu Kashmir into the most preferred destination for the entertainment industry, reviving its halcyon days of being a cinematographer’s delight and bringing back the golden era of film shooting in the region.” “The government has set up single-window clearance mechanism; prepared equipment, location and talent directories besides offering fiscal incentives for filmmakers coming to the UT. The new policy aims at maximizing the potential of promising local talent and creating livelihood opportunities for many,” he added. Aamir Khan and Kiran Rao, who announced their separation earlier this year, were in Ladakh for the shooting of Laal Singh Chadha. Later, the two, along with son Azaad, shot for a schedule of the film in Srinagar. The film, directed by Advait Chauhan, is an official Hindi remake of Forrest Gump. It will release on December 2021. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Entertainment News, download Indian Express App.     ",indianexpress,N,,,,,
44,Rahul Gandhi says visiting Kashmir feels like coming home,"Congress leader Rahul Gandhi on Tuesday said it feels like “coming home” when he visits the Kashmir Valley as he pitched for restoration of Jammu and Kashmir’s statehood before the assembly elections. Addressing party workers after inaugurating a new party headquarters here, a visibly emotional Gandhi said, “My family lives in Delhi. Before that my family lived in Allahabad. And before Allahabad, my family lived here.” “I can tell you that I understand you, my family must have drank water from the river Jhelum. Kashmiriyat, the culture and thought process must be in me too. When I come here, I feel like I am coming home,” he said, while referring to his family ties to Kashmir and added that he had come with a message of love and respect. Gandhi, a former Congress president, said that there was an urgent need for restoration of statehood before holding the assembly elections. “Statehood should be restored and then the democratic process should be started, that is election (to state assembly),” he said. Before the event, Gandhi offered prayers at the Mata Kheer Bhawani shrine, the revered shrine of Kashmiri Pandits, in Ganderbal in central Kashmir. Reacting to the suggestion of senior party leader Ghulam Nabi Azad that a bill for the restoration of statehood to J-K be brought during the current session of Parliament, Gandhi said there were several issues that he wanted to raise in Parliament, but the opposition was not allowed to speak there. He said he was told by his colleagues that J-K was not a big state with many Lok Sabha seats, but stressed the importance of the place. “It is not a state with many Lok Sabha seats…It is not even a state now. But the strength of J-K is the way you live. India and its foundation has Kashmiriyat. This feeling is in me too. What you can get me to do with love and affection, you will never achieve it through force and hatred. That is Kashmiriyat. If you own J-K with love and respect, you will get done whatever you want to,” he said. The former Congress president said when his party was in power, it tried to unite and join the country, but the BJP believes in divisive ideology. “When we were in power, we started lots of programmes like Panchayat elections, Udaan, etc. We also brought in industrialists to invest in J-K. We were trying to unite and join. They (BJP) have attacked it,” he added. He said the new office building of the party’s J-K unit is a new beginning and added that the workers were the party’s army. “I tried to come here earlier also, before Covid outbreak, but I was not allowed beyond the airport,” he said, referring to his visit immediately after the Centre’s August 2019 decisions to abrogate Jammu and Kashmir’s special status and bifurcate it into union territories. “I will visit Jammu and Ladakh as well,” he added. Addressing the gathering earlier, Azad urged Gandhi to raise the issue of J-K in Parliament so that a bill that restores the statehood and protects land and job rights of locals is passed in Parliament within the remaining three days of the ongoing session. “I request Rahul ji to raise this issue, bring a bill in Parliament in the ongoing session that will restore the statehood and protect the land and job rights. There is not much to debate, it will take just five minutes,” Azad said. The former leader of opposition in Rajya Sabha said he and his colleagues tried to visit J-K in the aftermath of the Centre’s August 5, 2019 decisions, but were stopped. “I had to approach the Supreme Court which gave limited access. I could only visit Baramulla, Anantnag and Jammu,” he added. Azad expressed hope that the assurances given by the prime minister at an all-party meeting in June this year will be fulfilled. “At the all-party meeting, the PM gave assurances. We hope that he will fulfil those assurances including the five points raised by the Congress. They should restore statehood and then hold elections,” he said. Azad said that J-K cannot be a state like Delhi where every order has to be approved by the Lieutenant Governor. “J-K is a border state and the L-G cannot govern it. We don’t want a Delhi like state where L-G has to approve every order,” he said. On the protection of land rights, Azad said it was not Article 370 that gave this provision to J-K. “It was not a new law. It was passed by Maharaja Hari Singh in 1927. North East has special provisions on land rights while the Himachal Pradesh assembly has also passed a law. Why snatch it from JK?” he asked.  The former J-K chief minister said industrial activity in the Jammu region had suffered as 65 per cent of the 13,000 industrial units had shut down in the past two-and-a-half years. “Most of these units were manufacturing products which had a market in Kashmir,” he said, referring to the economic downturn in the UT. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest India News, download Indian Express App.     ",indianexpress,N,,,,,
45,"Would talk to Kashmir's youth for development, says Amit Shah after NC chief seeks Indo-Pak dialogue","SRINAGAR: Union Home Minister Amit Shah on Monday hit out at National Conference president Farooq Abdullah for seeking talks with Pakistan, saying the government would rather talk to the youth of Jammu and Kashmir for making it the most developed in the country. The home minister, who is on a visit to Jammu and Kashmir -- his first since the abrogation of Article 370 in August 2019 -- remotely inaugurated several development projects and laid the foundation stone of some.  ""I read in newspapers that Farooq Abdullah has suggested that the government should talk to Pakistan. He has a right to his opinion but we would rather talk to the Kashmiri youth,"" Shah said while addressing a function at the SKICC here. ""The repealing of Article 370 had only one intention -- to put Kashmir, Jammu and newly created Ladakh (Union Territory) on the path of development. You will see the fruits of our efforts by 2024,"" he said. The article, which granted special status to the erstwhile state of Jammu and Kashmir, was abrogated in August 2019 and the state was bifurcated into union territories of Jammu and Kashmir and Ladakh. Shah inaugurated a 500-bed hospital at Bemina, completed at a cost of Rs 115 crore, laid the foundation stone for the Handwara Medical College, a Rs 46-crore steel girder bridge over the Ferozepur Nallah in Baramulla district and road projects worth Rs 4,000 crore, among others. The home minister, who is on his Jammu and Kashmir visit's third day, said that those who advocate talks with Islamabad and separatists should be asked what has Pakistan done in Pakistan-occupied Kashmir (PoK). ""Compare the development between this side and PoK. Do they have electricity, roads, healthcare and toilets. There is nothing (on the other side). You (Kashmiris) have the same rights as any other Indian,"" he said. Without naming the Congress, the National Conference and the Peoples' Democratic Party, he said while only three medical colleges were set up by the ""three families which have ruled Jammu and Kashmir"", Prime Minister Narendra Modi has ensured seven new medical colleges and these are coming up. ""Earlier, 500 youths could become doctors. Now 2,000 youths can become doctors from these new medical colleges. Nobody will need to go to Pakistan to study medicine,"" he said. Shah said the schemes and the plans of the Modi government will ensure that Jammu and Kashmir will be the most developed province of the country. He sought the cooperation of the people to realise this dream. ""It is only the youth of Jammu and Kashmir who can work towards achieving this goal,"" he said. Asserting that the government is aiming to wipe out terrorism from Jammu and Kashmir and put an end to civilian killings, Shah said nobody would be allowed to disrupt peace and development in the Union Territory, which has a special place in Prime Minister Modi's heart. Defending the curbs on internet services and imposition of curfew in the aftermath of abrogation of Article 370, he said that ""some people would have misled the masses. Who would have been killed? The Kashmiri youth. We know how heavy the coffin of a young son is for an old man"". He said that 40,000 people have been killed in Kashmir in violence and it should stop now. ""This many people do not die even in wars. We have to come back and take Kashmir to new heights of development,"" he said. The minister said Rs 12,000 crore worth of investment has already come to the Union Territory and the government aims at a total of Rs 51,000 crore by the end of 2022 to provide five lakh jobs to the local youth. Shah said ""three families"" are answerable to the people for their failure to develop Jammu and Kashmir over the past seven decades. ""The new phase of development under the leadership of Modi has started in J&K but attempts are being made by inimical elements to create hurdles. I have come here to assure you that nobody will be able to create a hurdle and disrupt peace and development,"" Shah said. He said a new phase of development has started and this cannot be stopped by anyone. Listing various steps taken by the government since the formation of the BJP government at the Centre, Shah said five lakh jobs are being created in Jammu and Kashmir, while 20,000 people have been provided government jobs in the past two years. ""The three families used to say who will come and invest in J&K. In just six months after announcing a new industrial policy, we have got an investment of Rs 7,000 crore in Jammu and Rs 6,000 crore in Kashmir and are looking forward to an investment of Rs 50,000 crore by the end of 2022, the minister said. Targeting the ""three families"", he said they were asking what the government is going to give to Jammu and Kashmir. ""We have a long list of what we have given to J&K and the people know it very well but the people are demanding an answer from them as to what they have given to J&K despite ruling the erstwhile state for the past seven decades. Have you thought of anyone else other than your own family members?"" Shah asked.",newsexp,R,,,,,
46,Kashmiri students allegedly beaten up at Punjab college after 'cheering' Pakistan in T20 World Cup match,"CHANDIGARH: After India lost the T20 World Cup match against Pakistan on Sunday, Kashmiri students allegedly cheering the neighbouring country were reportedly beaten up at an engineering college in Sangrur and at another educational institution in Kharar in Punjab by other students, most of whom were from Uttar Pradesh, Bihar and Haryana. A video on social media purportedly showed a Kashmiri student alleging that some students from Uttar Pradesh barged into their room. ""We were watching the match here and some students from Uttar Pradesh forcibly came inside and hit us,"" a student claimed.  Sources said students hailing from Kashmir and others belonging to UP, Bihar and Haryana were watching the match in their respective rooms at Bhai Gurdas Institute of Engineering and Technology in Sangrur.  Kashmiri students are housed in two wings of the hostel of the engineering college and were allegedly cheering Pakistan and raising 'azadi' slogans. After the match finished, they allegedly burst firecrackers and celebrated the win of the neighbouring country. This did not go well with other students from UP and Bihar who went inside the rooms of the Kashmiri students and had a heated argument which led to a scuffle. In another incident, about half a dozen students from Kashmir were allegedly beaten up at Rayat Bahrat University near Kharar by students from Haryana after the match ended. Speaking to The New Indian Express, J&K Students Association founder and national spokesperson Nasir Khuehami claimed that Kashmiri students were thrashed in Sangrur and Kharar by students from Bihar, Uttar Pradesh and Haryana and they were rescued by other students. The students who barged into their rooms vandalised them, he alleged. ""Some twelve students were beaten up by a group of students in Bhai Gurdas Institute of Engineering and Technology at Sangrur and another about half a dozen were thrashed at Rayat Bahrat University in Kharar,"" he said. ""We spoke to students who were assaulted in Sangrur last night. They informed me there is no apology from any side till now,"" he said. Confirming that such an incident took place, Inspector General of Police Patiala (Range) MS Chinna said, ""There was a scuffle between students from Kashmir and UP and Bihar. Both sides have apologised and have given in writing that they will not indulge in such activities in the future and will concentrate on their studies. Thus the matter has been amicably settled.""",newsexp,R,,,,,
47,Kashmiri Pandit community in US condemns targeted killings of civilians in Valley,"WASHINGTON: The Kashmiri Pandit community here has strongly condemned the recent targeted killings of civilians in the Valley by the militants and urged the Indian government to take steps to ensure the safety of the minorities there. The community organised a two-day event at the popular National Mall where participants said that targeted killings have been especially gruesome, and the home-grown terrorist insurgency remains dependent on resources and inspiration from Pakistan.  ""The killings of the minorities by the Pakistan-based terrorist in the Kashmir Valley needs to be stopped,” said Dr. Shakun Malik, a Kashmiri Pandit activist from Washington DC area. Indian Govt must take steps to ensure the safety of local minorities of Kashmir valley who remain targets for the future,"" she said. Eleven civilians, including two teachers, a pharmacy owner and five non-local labourers, have been killed by militants in separate attacks in the valley this month. In a press release, the community said that the murder of Makhan Lal Bindroo has ""brought back the tragic memories of the 1990s, when more than half a million indigenous Kashmiris were forced leave their lives in the Kashmir valley. Bindroo, a prominent Kashmiri Pandit and owner of Srinagar's most famous pharmacy, was shot dead at his shop earlier this month. Organised on the grounds of the National Mall here, the event coincided with October 22 as on this day in 1947, Pakistan invaded the Jammu and Kashmir as part of 'Operation Gulmarg', aimed at conquering Jammu and Kashmir on the basis that the region has a Muslim majority. ""Pakistan continues its proxy war with India via border infiltration in Kashmir,"" the release added.",newsexp,R,,,,,
48,Civilian killed in firing incident in Jammu and Kashmir's Shopian,"SRINAGAR: A civilian was killed in a firing incident in Shopian district of Jammu and Kashmir on Sunday, officials said. The incident took place in Zainapora area of Shopian in south Kashmir.  The civilian has been identified as Shahid Ahmad. The circumstances of the incident are being probed, the officials said, adding further details are awaited. ALSO READ | Non-locals jittery, keep watch on Jammu and Kashmir situation as civilian killings continue ALSO READ | Kashmiris not involved in recent civilian killings, conspiracy to defame them: Farooq Abdullah",newsexp,R,,,,,
